Illinois
1997
"Taft, J. B., Wilhelm, G. S., Ladd, D. M., & Masters, L. A. 1997. Floristic quality assessment for vegetation in Illinois, a method for assessing vegetation integrity. Westville: Illinois Native Plant Society."
"Illinois  , 1997"

"Total Species:",3040
"Native Species:",2084
"Non-native Species:",956
"Total Mean C:",4.4
"Native Mean C:",6.4

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Pycnanthemum muticum",,PYCMUT,native,10,0,forb,perennial,"broad-leaved mountain mint"
"Pycnanthemum pilosum",,PYCPIL,native,6,5,forb,perennial,"hairy mountain mint"
"Pycnanthemum pycnanthemoides",,PYCPYC,native,8,5,forb,perennial,"mountain mint"
"Pycnanthemum tenuifolium",,PYCTEN,native,4,0,forb,perennial,"slender mountain mint"
"Pycnanthemum torrei",,PYCTOR,native,10,5,forb,perennial,"torreys mountain mint"
"Pycnanthemum virginianum",,PYCVIR,native,5,-4,forb,perennial,"common mountain mint"
"Pyrola americana",,PYRAME,native,10,1,forb,perennial,"round-leaved shinleaf"
"Pyrola elliptica",,PYRELL,native,8,5,forb,perennial,"large-leaved shinleaf"
"Pyrrhopappus carolinianus",,PYRCAR,native,1,5,forb,annual,"false dandelion"
"Pyrus calleryana",,PYRCAL,non-native,0,5,tree,perennial,"ornamental pear"
"Pyrus communis",,PYRCOM,non-native,0,5,tree,perennial,pear
"Pyrus pyrifolia",,PYRPYR,non-native,0,5,tree,perennial,"chinese pear"
"Quercus alba",,QUEALB,native,5,3,tree,perennial,"white oak"
"Quercus bicolor",,QUEBIC,native,7,-4,tree,perennial,"swamp white oak"
"Quercus coccinea",,QUECOC,native,7,5,tree,perennial,"scarlet oak"
"Quercus ellipsoidalis",,QUEELL,native,5,5,tree,perennial,"hills oak"
"Quercus falcata",,QUEFAL,native,6,3,tree,perennial,"southern red oak"
"Quercus imbricaria",,QUEIMB,native,2,1,tree,perennial,"jack oak"
"Quercus lyrata",,QUELYR,native,7,-5,tree,perennial,"overcup oak"
"Quercus macrocarpa",,QUEMAC,native,5,1,tree,perennial,"burr oak"
"Quercus marilandica",,QUEMAR,native,6,5,tree,perennial,"blackjack oak"
"Quercus michauxii",,QUEMIC,native,7,-3,tree,perennial,"basket oak"
"Quercus nuttallii",,QUENUT,native,10,-5,tree,perennial,"nuttalls oak"
"Quercus pagoda",,QUEPAG,native,5,0,tree,perennial,"cherrybark oak"
"Quercus palustris",,QUEPAL,native,4,-3,tree,perennial,"pin oak"
"Quercus phellos",,QUEPHE,native,7,-3,tree,perennial,"willow oak"
"Quercus prinoides v. acuminata",,QUEPRA,native,5,4,tree,perennial,"chinkapin oak"
"Quercus prinus",,QUEPRN,native,9,4,tree,perennial,"basket oak"
"Quercus rubra",,QUERUB,native,5,3,tree,perennial,"northern red oak"
"Quercus shumardii",,QUESHS,native,7,-2,tree,perennial,"shumards oak"
"Quercus shumardii v. schneckii",,QUESSC,native,7,-2,tree,perennial,"schnecks red oak"
"Quercus stellata",,QUESTE,native,5,4,tree,perennial,"post oak"
"Quercus velutina",,QUEVEL,native,5,5,tree,perennial,"black oak"
"Ranunculus abortivus",,RANABO,native,1,-2,forb,annual,"little-leaf buttercup"
"Ranunculus acris",,RANACR,non-native,0,-2,forb,perennial,"tall buttercup"
"Ranunculus ambigens",,RANAMB,native,8,-5,forb,perennial,spearwort
"Ranunculus arvensis",,RANARV,non-native,0,0,forb,annual,"corn buttercup"
"Ranunculus bulbosus",,RANBUL,non-native,0,-3,forb,perennial,"bulbous buttercup"
"Ranunculus carolinianus",,RANCAR,native,9,-3,forb,perennial,"carolina buttercup"
"Ranunculus cymbalaria",,RANCYM,native,2,-5,forb,perennial,"seaside crowfoot"
"Ranunculus fascicularis",,RANFAS,native,5,3,forb,perennial,"early buttercup"
"Ranunculus ficaria",,RANFIC,non-native,0,5,forb,perennial,"lesser celandine"
"Ranunculus flabellaris",,RANFLA,native,6,-5,forb,perennial,"yellow water buttercup"
"Ranunculus gmelinii v. hookeri",,RANGME,native,10,-4,forb,perennial,"small yellow water-crowfoot"
"Ranunculus harveyi",,RANHAR,native,10,4,forb,perennial,"harveys buttercup"
"Ranunculus hispidus",,RANHIS,native,5,0,forb,perennial,"rough buttercup"
"Ranunculus laxicaulis",,RANLAX,native,6,-5,forb,annual,spearwort
"Ranunculus longirostris",,RANLON,native,6,-5,forb,perennial,"white water crowfoot"
"Ranunculus micranthus",,RANMIC,native,2,1,forb,perennial,"small-flowered crowfoot"
"Ranunculus parviflorus",,RANPAR,non-native,0,0,forb,annual,"small-flowered crowfoot"
"Ranunculus pensylvanicus",,RANPEN,native,5,-5,forb,annual,"bristly crowfoot"
"Ranunculus pusillus",,RANPUS,native,6,-5,forb,annual,"small spearwort"
"Ranunculus recurvatus",,RANREC,native,5,-3,forb,annual,"hooked buttercup"
"Ranunculus repens",,RANREP,non-native,0,-1,forb,perennial,"creeping buttercup"
"Ranunculus rhomboideus",,RANRHO,native,10,5,forb,perennial,"plains buttercup"
"Ranunculus sardous",,RANSAR,non-native,0,0,forb,annual,"papillose buttercup"
"Ranunculus sceleratus",,RANSCE,native,3,-5,forb,annual,"cursed crowfoot"
"Ranunculus septentrionalis",,RANSES,native,4,-4,forb,perennial,"swamp buttercup"
"Ranunculus septentrionalis v. caricetorum",,RANSEC,native,8,-5,forb,perennial,"swamp buttercup"
"Ranunculus trichophyllus",,RANTRI,native,7,-5,forb,perennial,"white water crowfoot"
"Raphanus raphanistrum",,RAPRAP,non-native,0,5,forb,annual,"wild radish"
"Raphanus sativus",,RAPSAT,non-native,0,5,forb,annual,radish
"Rapistrum rugosum",,RAPRUG,non-native,0,5,forb,annual,"wild rape"
"Ratibida columnifera",,RATCOL,non-native,0,5,forb,perennial,"long-headed coneflower"
"Ratibida pinnata",,RATPIN,native,4,5,forb,perennial,"yellow coneflower"
"Redfieldia flexuosa",,REDFLE,non-native,0,5,grass,perennial,"blowout grass"
"Rehsonia floribunda",,REHFLO,non-native,0,5,vine,perennial,"japanese wisteria"
"Rehsonia sinensis",,REHSIN,non-native,0,5,vine,perennial,"chinese wisteria"
"Reseda alba",,RESALB,non-native,0,5,forb,annual,"dyers rocket"
"Rhamnus alnifolia",,RHAALN,native,10,-5,shrub,perennial,"alder buckthorn"
"Rhamnus caroliniana",,RHACAR,native,7,1,shrub,perennial,"carolina buckthorn"
"Rhamnus cathartica",,RHACAT,non-native,0,3,shrub,perennial,"common buckthorn"
"Rhamnus davurica",,RHADAV,non-native,0,5,shrub,perennial,"dahurian buckthorn"
"Rhamnus frangula",,RHAFRA,non-native,0,-1,shrub,perennial,"glossy buckthorn"
"Rhamnus japonica",,RHAJAP,non-native,0,5,shrub,perennial,"japanese buckthorn"
"Rhamnus lanceolata",,RHALAN,native,7,-1,shrub,perennial,"lance-leaved buckthorn"
"Rhamnus utilis",,RHAUTI,non-native,0,3,shrub,perennial,"chinese bucthorn"
"Rheum rhaponticum",,RHERHA,non-native,0,5,forb,perennial,rhubarb
"Rhexia mariana",,RHEMAR,native,10,-5,forb,perennial,"meadow beauty"
"Rhexia virginica",,RHEVIR,native,10,-5,forb,perennial,"meadow beauty"
"Rhododendron periclymenoides",,RHOPER,native,10,0,shrub,perennial,"pink azalea"
"Rhododendron prinophyllum",,RHOPRI,native,10,0,shrub,perennial,"pink azalea"
"Rhodotypos scandens",,RHOSCA,non-native,0,5,shrub,perennial,jetbead
"Rhus aromatica",,RHUARM,native,4,5,shrub,perennial,"aromatic sumac"
"Rhus aromatica v. arenaria",,RHUAAR,native,6,5,shrub,perennial,"beach sumac"
"Rhus aromatica v. serotina",,RHUARS,native,6,5,shrub,perennial,"fragrant sumac"
"Rhus copallina",,RHUCOP,native,3,5,shrub,perennial,"dwarf sumac"
"Rhus glabra",,RHUGLA,native,1,5,shrub,perennial,"smooth sumac"
"Rhus typhina",,RHUTYP,native,2,5,shrub,perennial,"staghorn sumac"
"Rhynchospora alba",,RHYALB,native,10,-5,sedge,perennial,"white beak rush"
"Rhynchospora capillacea",,RHYCAL,native,10,-5,sedge,perennial,"hair beak rush"
"Rhynchospora capitellata",,RHYCAT,native,10,-5,sedge,perennial,"brown beak rush"
"Rhynchospora corniculata",,RHYCOR,native,7,-5,sedge,perennial,"horned beak rush"
"Rhynchospora globularis",,RHYGLB,native,10,-3,sedge,perennial,"grass beak rush"
"Rhynchospora glomerata",,RHYGLM,native,10,-5,sedge,perennial,"round-headed beak rush"
"Ribes americanum",,RIBAME,native,5,-3,shrub,perennial,"wild black current"
"Ribes cynosbati",,RIBCYN,native,4,5,shrub,perennial,"prickly wild gooseberry"
"Ribes hirtellum",,RIBHIR,native,10,-3,shrub,perennial,"northern gooseberry"
"Ribes missouriense",,RIBMIS,native,2,5,shrub,perennial,"missouri gooseberry"
"Ribes nigrum",,RIBNIG,non-native,0,5,shrub,perennial,"black current"
"Ribes odoratum",,RIBODO,non-native,0,1,shrub,perennial,"buffalo current"
"Ribes rubrum",,RIBRUB,non-native,0,5,shrub,perennial,"red current"
"Ribes triste",,RIBTRI,native,2,5,shrub,perennial,"swamp red currant"
"Ricinus communis",,RICCOM,non-native,0,4,forb,annual,"castor bean"
"Robinia hispida",,ROBHIS,non-native,0,5,shrub,perennial,"bristly locust"
"Robinia pseudo-acacia",,ROBPSE,native,1,4,tree,perennial,"black locust"
"Robinia viscosa",,ROBVIS,non-native,0,5,tree,perennial,"clammy locust"
"Rorippa palustris",,RORISI,native,4,-5,forb,annual,"marsh yellow cress"
"Rorippa palustris v. fernaldiana",,RORISF,native,4,-5,forb,annual,"marsh yellow cress"
"Rorippa palustris v. hispida",,RORISH,native,4,-5,forb,annual,"hairy marsh yellow cress"
"Rorippa sessiliflora",,RORSES,native,3,-5,forb,annual,"sessile-flowered cress"
"Rorippa sinuata",,RORSIN,native,3,-3,forb,perennial,"spreading yellow cress"
"Rorippa sylvestris",,RORSYL,non-native,0,-5,forb,perennial,"creeping yellow cress"
"Rorippa truncata",,RORTRU,native,5,0,forb,annual,"blunt-leaved yellow cress"
"Rosa acicularis",,ROSACI,native,9,3,shrub,perennial,"prickly rose"
"Rosa blanda",,ROSBLA,native,4,3,shrub,perennial,"early wild rose"
"Rosa canina",,ROSCAN,non-native,0,5,shrub,perennial,"dog rose"
"Rosa carolina",,ROSCAR,native,4,4,shrub,perennial,"pasture rose"
"Rosa eglanteria",,ROSEGL,non-native,0,5,shrub,perennial,sweetbrier
"Rosa gallica",,ROSGAL,non-native,0,5,shrub,perennial,"french rose"
"Rosa micrantha",,ROSMIC,non-native,0,3,shrub,perennial,"small sweetbrier"
"Rosa moschata",,ROSMOS,non-native,0,5,shrub,perennial,"musk rose"
"Rosa multiflora",,ROSMUL,non-native,0,3,shrub,perennial,"japanese rose"
"Rosa palustris",,ROSPAL,native,7,-5,shrub,perennial,"swampy rose"
"Rosa rubrifolia",,ROSRUB,non-native,0,5,shrub,perennial,"red-leaved rose"
"Rosa rudiuscula",,ROSRUD,native,5,5,shrub,perennial,"rough rose"
"Rosa rugosa",,ROSRUG,non-native,0,3,shrub,perennial,"rugose rose"
"Rosa setigera",,ROSSET,native,5,2,shrub,perennial,"illinois rose"
"Rosa spinosissima",,ROSSPI,non-native,0,5,shrub,perennial,"burnet rose"
"Rosa suffulta",,ROSSUF,native,5,5,shrub,perennial,"sunshine rose"
"Rosa virginiana",,ROSVIR,non-native,0,0,shrub,perennial,"virginia rose"
"Rotala ramosior",,ROTRAM,native,4,-5,forb,annual,wheelwort
"Rubus allegheniensis",,RUBALL,native,2,2,shrub,perennial,"common blackberry"
"Rubus argutus",,RUBARG,native,3,1,shrub,perennial,"highbush blackberry"
"Rubus discolor",,RUBDIS,non-native,0,5,shrub,perennial,"himalaya berry"
"Rubus enslenii",,RUBENS,native,7,5,shrub,perennial,"arching dewberry"
"Rubus flagellaris",,RUBFLA,native,2,4,shrub,perennial,"common dewberry"
"Rubus hispidus",,RUBHIS,native,8,-3,shrub,perennial,"swampy dewberry"
"Rubus idaeus",,RUBIDA,non-native,0,2,shrub,perennial,"cultivated raspberry"
"Rubus laciniatus",,RUBLAC,non-native,0,5,shrub,perennial,"cut-leaved blackberry"
"Rubus occidentalis",,RUBOCC,native,2,3,shrub,perennial,"black raspberry"
"Rubus odoratus",,RUBODO,native,6,5,shrub,perennial,"purple flowering raspberry"
"Rubus pensylvanicus",,RUBPEN,native,2,1,shrub,perennial,"yankee blackberry"
"Rubus phoenicolasius",,RUBPHO,non-native,0,5,shrub,perennial,wineberry
"Rubus pubescens",,RUBPUB,native,10,-4,forb,perennial,"dwarf raspberry"
"Rubus schneideri",,RUBSCH,native,10,5,forb,perennial,"bristly blackberry"
"Rubus strigosus",,RUBSTR,native,6,-2,forb,perennial,"red raspberry"
"Rubus trivialis",,RUBTRI,native,5,2,shrub,perennial,"southern dewberry"
"Rudbeckia fulgida",,RUDFUF,native,7,-5,forb,perennial,"orange coneflower"
"Rudbeckia fulgida v. sullivantii",,RUDFUS,native,6,-5,forb,perennial,"sullivants orange coneflower"
"Rudbeckia grandiflora",,RUDGRA,non-native,0,5,forb,perennial,"large black-eyed susan"
"Rudbeckia hirta",,RUDHIR,native,2,3,forb,perennial,"black-eyed susan"
"Rudbeckia laciniata",,RUDLAC,native,3,-4,forb,perennial,"wild golden glow"
"Rudbeckia missouriensis",,RUDMIS,native,10,4,forb,perennial,"missouri black-eyed susan"
"Rudbeckia subtomentosa",,RUDSUB,native,5,-3,forb,perennial,"sweet black-eyed susan"
"Rudbeckia triloba",,RUDTRI,native,3,1,forb,annual,"brown-eyed susan"
"Ruellia caroliniensis v. dentata",,RUECAR,native,8,5,forb,perennial,"wild petunia"
"Ruellia humilis",,RUEHUH,native,3,4,forb,perennial,"hairy ruellia"
"Ruellia humilis v. longiflora",,RUEHUL,native,3,4,forb,perennial,"hairy ruellia"
"Ruellia pedunculata",,RUEPED,native,7,5,forb,perennial,"stalked wild petunia"
"Ruellia strepens",,RUESTR,native,6,-1,forb,perennial,"smooth ruellia"
"Rumex acetosella",,RUMACE,non-native,0,0,forb,perennial,"field sorrel"
"Rumex altissimus",,RUMALT,native,2,4,forb,perennial,"pale dock"
"Rumex crispus",,RUMCRP,non-native,0,-1,forb,perennial,"curly dock"
"Rumex cristatus",,RUMCRT,non-native,0,5,forb,perennial,"crested dock"
"Rumex hastatulus",,RUMHAS,native,4,3,forb,perennial,"sour dock"
"Rumex longifolius",,RUMLON,non-native,0,5,forb,biennial,"long-leaved dock"
"Rumex maritimus v. fueginus",,RUMMAR,native,2,-4,forb,annual,"golden dock"
"Rumex mexicanus",,RUMMEX,native,1,-1,forb,perennial,"mexican dock"
"Rumex obtusifolius",,RUMOBT,non-native,0,-3,forb,perennial,"bitter dock"
"Rumex orbiculatus",,RUMORB,native,7,-5,forb,perennial,"great water dock"
"Rumex patientia",,RUMPAT,non-native,0,5,forb,perennial,"patience dock"
"Rumex verticillatus",,RUMVER,native,5,-5,forb,perennial,"swamp dock"
"Ruppia maritima v. rostrata",,RUPMAR,native,10,-5,forb,perennial,"ditch grass"
"Ruta graveolens",,RUTGRA,non-native,0,5,shrub,perennial,rue
"Sabatia angularis",,SABANG,native,3,-1,forb,biennial,"rose gentian"
"Sabatia campestris",,SABCAM,native,8,3,forb,biennial,"prairie rose gentian"
"Sagina procumbens",,SAGPRO,non-native,0,5,forb,perennial,pearlwort
"Sagittaria brevirostra",,SAGBRE,native,5,-5,forb,perennial,"short-beaked arrowleaf"
"Sagittaria calycina",,SAGCAL,native,6,-5,forb,perennial,"thick-stalked arrowhead"
"Sagittaria cuneata",,SAGCUN,native,7,-5,forb,perennial,"arum-leaved arrowhead"
"Sagittaria graminea",,SAGGRA,native,7,-5,forb,perennial,"grass-leaved arrowhead"
"Sagittaria latifolia",,SAGLAT,native,4,-5,forb,perennial,"common arrowhead"
"Sagittaria longirostra",,SAGLON,native,10,-5,forb,perennial,"long-beaked arrowhead"
"Sagittaria rigida",,SAGRIG,native,8,-5,forb,perennial,"stiff arrowhead"
"Salicornia europaea",,SALEUR,non-native,0,-5,forb,annual,glasswort
"Salix alba",,SALALA,non-native,0,-3,tree,perennial,"white willow"
"Salix amygdaloides",,SALAMY,native,4,-3,tree,perennial,"peach-leaved willow"
"Salix bebbiana",,SALBEB,native,7,-4,shrub,perennial,"beaked willow"
"Salix candida",,SALCAN,native,10,-5,shrub,perennial,"hoary willow"
"Salix caprea",,SALCAP,non-native,0,5,shrub,perennial,"goat willow"
"Salix caroliniana",,SALCAR,native,6,-5,tree,perennial,"carolina willow"
"Salix cinerea",,SALCIN,non-native,0,5,shrub,perennial,"gray willow"
"Salix discolor",,SALDIS,native,4,-3,shrub,perennial,"pussy willow"
"Salix eriocephala",,SALERI,native,8,-3,shrub,perennial,"heart-leaved willow"
"Salix exigua",,SALEXI,native,1,-5,shrub,perennial,"sandbar willow"
"Salix fragilis",,SALFRA,non-native,0,-1,tree,perennial,"crack willow"
"Salix glaucophylloides v. glaucophylla",,SALGLA,native,8,-3,shrub,perennial,"blue-leaf willow"
"Salix humilis",,SALHUM,native,5,3,shrub,perennial,"prairie willow"
"Salix lucida",,SALLUC,native,10,-4,shrub,perennial,"shining willow"
"Salix nigra",,SALNIG,native,3,-5,tree,perennial,"black willow"
"Salix pedicellaris v. hypoglauca",,SALPED,native,10,-5,shrub,perennial,"bog willow"
"Salix pentandra",,SALPEN,non-native,0,5,shrub,perennial,"bay-leaved willow"
"Salix petiolaris",,SALPET,native,6,-5,shrub,perennial,"meadow willow"
"Salix purpurea",,SALPUP,non-native,0,-3,shrub,perennial,"basket willow"
"Salix rigida",,SALRIG,native,5,-4,shrub,perennial,"heart-leaved willow"
"Salix sericea",,SALSEC,native,8,-5,shrub,perennial,"silky willow"
"Salix serissima",,SALSES,native,10,-5,shrub,perennial,"autumn willow"
"Salix syrticola",,SALSUB,native,10,-1,shrub,perennial,"dune willow"
"Salix x glatfelteri",,SALGLA,native,3,-5,tree,perennial,"hybrid black willow"
"Salix x rubens",,SALRUB,non-native,0,-4,tree,perennial,"hybrid crack willow"
"Salix x subsericea",,SALSYR,native,6,-5,shrub,perennial,willow
"Salsola collina",,SALCOL,non-native,0,5,forb,annual,saltwort
"Salsola iberica",,SALIBE,non-native,0,3,forb,annual,"russian thistle"
"Salvia azurea v. grandiflora",,SALAZA,non-native,0,5,forb,perennial,"blue sage"
"Salvia lyrata",,SALLYR,native,4,-2,forb,perennial,"cancer weed"
"Salvia nemorosa",,SALNEM,non-native,0,5,forb,perennial,"wild sage"
"Salvia pratensis",,SALPRA,non-native,0,5,forb,perennial,"meadow sage"
"Salvia reflexa",,SALREF,non-native,0,5,forb,annual,"rocky mountain sage"
"Salvia verticillata",,SALVER,non-native,0,5,forb,perennial,sage
"Sambucus canadensis",,SAMCAN,native,2,4,shrub,perennial,"common elder"
"Sambucus racemosa v. pubens",,SAMRAC,native,10,5,shrub,perennial,"red-berried elder"
"Samolus valerandii",,SAMVAL,native,5,-5,forb,perennial,brookweed
"Sanguinaria canadensis",,SANCAD,native,5,4,forb,perennial,bloodroot
"Sanguisorba canadensis",,SANCAE,native,10,-4,forb,perennial,"american burnet"
"Sanguisorba minor",,SANMIN,non-native,0,0,forb,perennial,"garden burnet"
"Sanicula canadensis",,SANCAS,native,4,2,forb,biennial,"canadian black snakeroot"
"Sanicula gregaria",,SANGRE,native,2,-1,forb,perennial,"clustered black snakeroot"
"Sanicula marilandica",,SANMAR,native,6,5,forb,perennial,"black snakeroot"
"Sanicula trifoliata",,SANTRI,native,8,5,forb,biennial,"beaked black snakeroot"
"Sanvitalia procumbens",,SANPRO,non-native,0,5,forb,perennial,"creeping zinnia"
"Saponaria officinalis",,SAPOFF,non-native,0,3,forb,perennial,"bouncing bet"
"Sarracenia purpurea",,SARPUR,native,10,-5,forb,perennial,"pitcher plant"
"Sassafras albidum",,SASALB,native,2,3,tree,perennial,sassafras
"Satureja hortensis",,SATHOR,non-native,0,5,forb,annual,"summer savory"
"Saururus cernuus",,SAUCER,native,5,-5,forb,perennial,"lizards tail"
"Saxifraga forbesii",,SAXFOR,native,10,-5,forb,perennial,"forbes saxifrage"
"Saxifraga pensylvanica",,SAXPEN,native,10,-5,forb,perennial,"swamp saxifrage"
"Saxifraga virginiensis",,SAXVIR,native,10,1,forb,perennial,"early saxifrage"
"Schedonnardus paniculatus",,SCHPAN,native,5,5,grass,perennial,"tumble grass"
"Scheuchzeria palustris v. americana",,SCHPAL,native,10,-5,forb,perennial,arrow-grass
"Schizachne purpurascens",,SCHPUR,native,10,2,grass,perennial,"false melic grass"
"Schizachyrium scoparium",,SCHSCO,native,5,4,grass,perennial,"little bluestem"
"Schrankia uncinata",,SCHUNC,native,7,5,vine,perennial,cat-claw
"Scilla sibirica",,SCISIB,non-native,0,5,forb,perennial,"siberian squill"
"Scirpus acutus",,SCIACU,native,6,-5,sedge,perennial,"heard-stemmed bulrush"
"Scirpus americanus",,SCIAME,native,3,-5,sedge,perennial,"chairmakers rush"
"Scirpus atrocinctus",,SCIATC,native,10,-5,sedge,perennial,"dark-colored rush"
"Scirpus atrovirens",,SCIATR,native,4,-5,sedge,perennial,"dark green rush"
"Scirpus cespitosus v. callosus",,SCICES,native,10,-5,sedge,perennial,"tufted bulrush"
"Scirpus cyperinus",,SCICYP,native,5,-5,sedge,perennial,"wool grass"
"Scirpus fluviatilis",,SCIFLU,native,3,-5,sedge,perennial,"river bulrush"
"Scirpus georgianus",,SCIGEO,native,4,-5,sedge,perennial,"bristleless dark green rush"
"Scirpus hallii",,SCIHAL,native,10,-5,sedge,annual,"halls tufted bulrush"
"Scirpus hattorianus",,SCIHAT,native,5,-5,sedge,perennial,"early dark green rush"
"Scirpus heterochaetus",,SCIHET,native,7,-5,sedge,perennial,"slender bulrush"
"Scirpus koilolepis",,SCIKOI,native,8,-4,sedge,annual,"keeled bulrush"
"Scirpus micranthus",,SCIMIM,native,7,-5,sedge,annual,"small-flowered rush"
"Scirpus micranthus v. drummondii",,SCIMID,native,7,-5,sedge,annual,"small-flowered rush"
"Scirpus microcarpus",,SCIMIP,native,10,-5,sedge,perennial,"small-fruited rush"
"Scirpus mucronatus",,SCIMUC,non-native,0,-5,sedge,annual,"pointed rush"
"Scirpus paludosus",,SCIPAL,native,4,-5,sedge,perennial,"alkali bulrush"
"Scirpus pedicellatus",,SCIPED,native,10,-5,sedge,perennial,"stalked wool grass"
"Scirpus pendulus",,SCIPEN,native,3,-5,sedge,perennial,"red bulrush"
"Scirpus polyphyllus",,SCIPOL,native,10,-5,sedge,perennial,"leafy wool grass"
"Scirpus purshianus",,SCIPUR,native,10,-5,sedge,annual,"purshs tufted bulrush"
"Scirpus smithii",,SCISMI,native,10,-5,sedge,annual,"smiths tufted bulrush"
"Scirpus subterminalis",,SCISUB,native,10,-5,sedge,perennial,"water bulrush"
"Scirpus tabernaemontanii",,SCITAB,native,4,-5,sedge,perennial,"great bulrush"
"Scirpus torreyi",,SCITOR,native,9,-5,sedge,perennial,"torreys bulrush"
"Scirpus verecundus",,SCIVER,native,10,-5,sedge,perennial,bulrush
"Scleranthus annuus",,SCLANN,non-native,0,3,forb,annual,knawel
"Scleria oligantha",,SCLOLI,native,10,2,sedge,perennial,"smooth-seeded nut rush"
"Scleria pauciflora",,SCLPAP,native,10,3,sedge,perennial,"few-flowered nut rush"
"Scleria pauciflora v. caroliniana",,SCLPAC,native,10,3,sedge,perennial,"few-flowered nut rush"
"Scleria reticularis",,SCLRET,native,10,-5,sedge,annual,"netted nut rush"
"Scleria triglomerata",,SCLTRI,native,9,0,sedge,perennial,"tall nut grass"
"Scleria verticillata",,SCLVER,native,10,-5,sedge,annual,"low nut rush"
"Sclerochloa dura",,SCLDUR,non-native,0,5,grass,annual,"fairground grass"
"Scrophularia lanceolata",,SCRLAN,native,5,2,forb,perennial,"early figwort"
"Scrophularia marilandica",,SCRMAR,native,4,4,forb,perennial,"late figwort"
"Scutellaria australis",,SCUAUS,native,6,3,forb,perennial,"small skullcap"
"Scutellaria elliptica",,SCUELL,native,6,5,forb,biennial,"hairy skullcap"
"Scutellaria galericulata",,SCUGAL,native,6,-5,forb,perennial,"marsh skullcap"
"Scutellaria incana",,SCUINC,native,5,5,forb,perennial,"downy skullcap"
"Scutellaria lateriflora",,SCULAT,native,4,-5,forb,perennial,"mad-dog skullcap"
"Scutellaria leonardii",,SCULEO,native,5,3,forb,perennial,"small skullcap"
"Scutellaria nervosa",,SCUNER,native,5,0,forb,biennial,"veiny skullcap"
"Scutellaria ovata",,SCUOVA,native,5,3,forb,perennial,"heart-leaved skullcap"
"Scutellaria parvula",,SCUPAR,native,6,3,forb,perennial,"small skullcap"
"Secale cereale",,SECCER,non-native,0,5,grass,annual,rye
"Sedum acre",,SEDACR,non-native,0,5,forb,perennial,"mossy stonecrop"
"Sedum albo-roseum",,SEDALO,non-native,0,5,forb,perennial,"garden orpine"
"Sedum album",,SEDALU,non-native,0,5,forb,perennial,"white stonecrop"
"Sedum pulchellum",,SEDPUL,native,8,4,forb,perennial,"widows cross"
"Sedum purpureum",,SEDPUR,non-native,0,5,forb,perennial,live-forever
"Sedum rupestre",,SEDRUP,non-native,0,5,forb,perennial,"rocky stonecrop"
"Sedum sarmentosum",,SEDSAR,non-native,0,5,forb,perennial,"yellow stonecrop"
"Sedum spurium",,SEDSPU,non-native,0,5,forb,perennial,"false wild stonecrop"
"Sedum telephioides",,SEDTEL,native,10,5,forb,perennial,"american orpine"
"Sedum ternatum",,SEDTER,native,9,5,forb,perennial,"three-leaved stonecrop"
"Selaginella apoda",,SELAPO,native,7,-5,fern,perennial,"marsh club moss"
"Selaginella eclipes",,SELECL,native,10,-5,fern,perennial,"small clubmoss"
"Selaginella rupestris",,SELRUP,native,8,5,fern,perennial,"rock selaginella"
"Senecio aureus",,SENAUR,native,4,-3,forb,perennial,"golden ragwort"
"Senecio glabellus",,SENGLA,native,0,-5,forb,annual,butterweed
"Senecio jacobaea",,SENJAC,non-native,0,5,forb,biennial,"tansy ragwort"
"Senecio obovatus",,SENOBO,native,8,4,forb,perennial,"round-leaved ragwort"
"Senecio pauperculus",,SENPAU,native,3,-1,forb,perennial,"balsam ragwort"
"Senecio plattensis",,SENPLA,native,6,4,forb,perennial,"prairie ragwort"
"Senecio viscosus",,SENVIS,non-native,0,5,forb,annual,"sticky groundsel"
"Senecio vulgaris",,SENVUL,non-native,0,5,forb,annual,"common groundsel"
"Sesbania macrocarpa",,SESMAC,native,3,5,forb,annual,sesbania
"Setaria faberi",,SETFAB,non-native,0,2,grass,annual,"giant foxtail"
"Setaria geniculata",,SETGEN,native,6,0,grass,perennial,"perennial foxtail"
"Setaria glauca",,SETGLA,non-native,0,0,grass,annual,"pigeon grass"
"Setaria italica",,SETITA,non-native,0,3,grass,annual,"foxtail millet"
"Setaria verticillata",,SETVER,non-native,0,0,grass,annual,"bristly foxtail"
"Setaria viridis",,SETVIV,non-native,0,5,grass,annual,"green foxtail"
"Setaria viridis v. major",,SETVIM,non-native,0,5,grass,annual,"giant green foxtail"
"Shepherdia canadensis",,SHECAN,native,10,5,shrub,perennial,"buffalo berry"
"Sherardia arvensis",,SHEARV,non-native,0,5,forb,annual,"field madder"
"Sibara virginica",,SIBVIR,native,0,4,forb,annual,"virginia rock cress"
"Sicyos angulatus",,SICANG,native,3,-2,vine,perennial,"bur cucumber"
"Sida elliottii",,SIDELL,native,5,5,forb,perennial,"elliotts tea weed"
"Sida spinosa",,SIDSPI,non-native,0,3,forb,annual,"prickly sida"
"Sidopsis hispida",,SIDHIS,native,5,5,forb,annual,"false mallow"
"Silene antirrhina",,SILANT,native,1,5,forb,annual,"sleepy catchfly"
"Silene armeria",,SILARM,non-native,0,5,forb,annual,"sweet william catchfly"
